sensor_id,timestamp,location_lat,location_lon,vehicle_count,avg_speed,congestion_level,road_type
TRAFFIC_009,2025-08-30T16:22:37.561011,40.76440646044297,-73.9497343686973,3,49.25179680143887,low,residential
TRAFFIC_010,2025-08-30T16:22:37.561011,40.793514852048894,-73.95611377300524,25,47.24437814749904,medium,commercial
TRAFFIC_011,2025-08-30T16:22:37.561011,40.71942673904183,-73.91645688499163,18,48.98697683436754,medium,arterial
TRAFFIC_012,2025-08-30T16:22:37.561011,40.716264903161964,-73.94060574774443,6,40.61040499758464,low,commercial
TRAFFIC_013,2025-08-30T16:22:37.561011,40.72948694624994,-74.015615508924,14,33.685375912270544,medium,arterial
TRAFFIC_014,2025-08-30T16:22:37.561011,40.74940268908412,-73.97178526709179,14,69.92151100931025,medium,residential
TRAFFIC_015,2025-08-30T16:22:37.561011,40.79033048852068,-73.9811542065714,9,51.141798096847985,low,highway
TRAFFIC_016,2025-08-30T16:22:37.561011,40.76472300159274,-73.9860680081166,5,26.301697330639296,low,arterial
TRAFFIC_017,2025-08-30T16:22:37.561011,40.7817236601348,-73.95927240470752,22,47.53293233322691,medium,arterial
TRAFFIC_018,2025-08-30T16:22:37.561011,40.70981320629121,-74.01584814943776,18,48.66423006565655,medium,residential
TRAFFIC_019,2025-08-30T16:22:37.561011,40.791028228946296,-73.95932842881558,22,31.16939261393733,medium,highway
TRAFFIC_020,2025-08-30T16:22:37.561011,40.73608874135693,-73.95732451500044,7,67.47064968442567,low,commercial
TRAFFIC_021,2025-08-30T16:22:37.561011,40.70554144026505,-73.98361189005722,18,54.74030647642369,medium,residential
TRAFFIC_022,2025-08-30T16:22:37.561011,40.7791188087252,-74.0023073327999,21,34.4162483037447,medium,commercial
TRAFFIC_023,2025-08-30T16:22:37.561011,40.79509572436068,-73.95844512096141,14,54.742461767082766,medium,commercial
TRAFFIC_024,2025-08-30T16:22:37.561011,40.718873330635944,-73.93922054512282,20,26.58618528416861,medium,commercial
TRAFFIC_025,2025-08-30T16:22:37.561011,40.71373360478185,-73.94856914521293,23,57.49811208937402,medium,residential
TRAFFIC_026,2025-08-30T16:22:37.561011,40.70905297304296,-73.99590278726936,8,31.91071625625622,low,commercial
TRAFFIC_027,2025-08-30T16:22:37.561011,40.7183087775387,-74.00939104282672,13,30.96077741613221,medium,commercial
TRAFFIC_028,2025-08-30T16:22:37.561011,40.772129804425546,-73.937465603983,16,73.01499598894624,medium,arterial
TRAFFIC_029,2025-08-30T16:22:37.561011,40.78942489059962,-73.909858763635,12,54.34095474040567,medium,arterial
TRAFFIC_030,2025-08-30T16:22:37.561011,40.7702203428987,-73.9144153869225,17,61.605420558253954,medium,commercial
TRAFFIC_031,2025-08-30T16:22:37.561011,40.70816731052474,-73.93132826624202,22,50.36618845083794,medium,arterial
TRAFFIC_032,2025-08-30T16:22:37.561011,40.70822596456251,-73.95271050584688,17,51.105434346718525,medium,arterial
TRAFFIC_033,2025-08-30T16:22:37.561011,40.74766121661965,-73.95160170837057,17,31.772734181945673,medium,residential
TRAFFIC_034,2025-08-30T16:22:37.561011,40.75451202636824,-73.99401109170098,9,29.582942002629203,low,arterial
TRAFFIC_035,2025-08-30T16:22:37.561011,40.74970558731307,-74.00312492039701,19,58.08300629381422,medium,commercial
TRAFFIC_036,2025-08-30T16:22:37.561011,40.78105362217996,-73.90747962480326,13,30.92753650968812,medium,residential
TRAFFIC_037,2025-08-30T16:22:37.561011,40.71678061500955,-73.97524455466989,32,28.82955121900405,medium,highway
TRAFFIC_038,2025-08-30T16:22:37.561011,40.75313877951367,-73.95685959931774,5,43.82403643171752,low,commercial
TRAFFIC_039,2025-08-30T16:22:37.561011,40.780101946307276,-74.0049768069472,23,55.14831972323556,medium,highway
TRAFFIC_040,2025-08-30T16:22:37.561011,40.76378041615543,-74.00811904631645,19,66.39474319797935,low,highway
TRAFFIC_041,2025-08-30T16:22:37.561011,40.77002489419884,-74.0125813410903,25,44.918634134581,medium,highway
TRAFFIC_042,2025-08-30T16:22:37.561011,40.72518001172612,-74.01032161778382,51,63.62651750350339,medium,highway
TRAFFIC_043,2025-08-30T16:22:37.561011,40.72008187060203,-73.91937325043763,20,43.60294650338695,medium,residential
TRAFFIC_044,2025-08-30T16:22:37.561011,40.76966838304581,-73.90371618258732,43,52.39993694693033,medium,highway
TRAFFIC_045,2025-08-30T16:22:37.561011,40.70748372243822,-73.99354264043112,16,60.21843098824201,medium,residential
TRAFFIC_046,2025-08-30T16:22:37.561011,40.71004821508714,-74.01216027510567,14,21.988186930757,medium,commercial
TRAFFIC_047,2025-08-30T16:22:37.561011,40.79094061253226,-73.9765558964857,18,48.747796651704775,medium,commercial
TRAFFIC_048,2025-08-30T16:22:37.561011,40.70217229337365,-73.90020616895528,14,42.92660129238448,medium,commercial
TRAFFIC_049,2025-08-30T16:22:37.561011,40.741679248691234,-74.00109917080921,21,34.0887320482951,medium,highway
TRAFFIC_050,2025-08-30T16:22:37.561011,40.7991545872418,-73.96919304279633,29,83.56904699192071,medium,commercial
TRAFFIC_001,2025-08-30T16:27:37.561011,40.71653991369537,-73.93264374008494,20,74.51424258136866,medium,commercial
TRAFFIC_002,2025-08-30T16:27:37.561011,40.79863816387999,-73.95150786241678,13,25.7639037460019,medium,arterial
TRAFFIC_003,2025-08-30T16:27:37.561011,40.70045009692473,-73.99474749597714,29,62.39010730536887,medium,highway
TRAFFIC_004,2025-08-30T16:27:37.561011,40.72111060203455,-73.96447328037725,17,63.021389863006846,medium,arterial
TRAFFIC_005,2025-08-30T16:27:37.561011,40.74853901861566,-73.94720603833687,21,33.07975741316993,medium,residential
TRAFFIC_006,2025-08-30T16:27:37.561011,40.737156711057935,-73.98817085547607,9,65.97157866838515,low,residential
TRAFFIC_007,2025-08-30T16:27:37.561011,40.79708667618801,-73.99176921428644,26,41.62786500597449,medium,highway
TRAFFIC_008,2025-08-30T16:27:37.561011,40.7766194357059,-74.01107581729615,19,37.22860554811193,medium,residential
TRAFFIC_009,2025-08-30T16:27:37.561011,40.76440646044297,-73.9497343686973,10,64.9706823051712,low,residential
TRAFFIC_010,2025-08-30T16:27:37.561011,40.793514852048894,-73.95611377300524,14,45.53438536311301,medium,commercial
TRAFFIC_011,2025-08-30T16:27:37.561011,40.71942673904183,-73.91645688499163,14,34.50858836085962,medium,arterial
TRAFFIC_012,2025-08-30T16:27:37.561011,40.716264903161964,-73.94060574774443,9,67.00619624676187,low,commercial
TRAFFIC_013,2025-08-30T16:27:37.561011,40.72948694624994,-74.015615508924,10,61.77782285542666,low,arterial
TRAFFIC_014,2025-08-30T16:27:37.561011,40.74940268908412,-73.97178526709179,26,63.794389192014506,medium,residential
TRAFFIC_015,2025-08-30T16:27:37.561011,40.79033048852068,-73.9811542065714,31,62.56225965153175,medium,highway
TRAFFIC_016,2025-08-30T16:27:37.561011,40.76472300159274,-73.9860680081166,21,58.95434681421347,medium,arterial
TRAFFIC_017,2025-08-30T16:27:37.561011,40.7817236601348,-73.95927240470752,16,65.24691389340353,medium,arterial
TRAFFIC_018,2025-08-30T16:27:37.561011,40.70981320629121,-74.01584814943776,16,103.92939181228849,medium,residential
TRAFFIC_019,2025-08-30T16:27:37.561011,40.791028228946296,-73.95932842881558,56,40.65082754038823,medium,highway
TRAFFIC_020,2025-08-30T16:27:37.561011,40.73608874135693,-73.95732451500044,19,60.34953394348759,medium,commercial
TRAFFIC_021,2025-08-30T16:27:37.561011,40.70554144026505,-73.98361189005722,11,50.850027908835436,medium,residential
TRAFFIC_022,2025-08-30T16:27:37.561011,40.7791188087252,-74.0023073327999,16,62.513858000319914,medium,commercial
TRAFFIC_023,2025-08-30T16:27:37.561011,40.79509572436068,-73.95844512096141,14,72.370358414832,medium,commercial
TRAFFIC_024,2025-08-30T16:27:37.561011,40.718873330635944,-73.93922054512282,10,37.4436088601801,low,commercial
TRAFFIC_025,2025-08-30T16:27:37.561011,40.71373360478185,-73.94856914521293,11,42.79035727997911,medium,residential
TRAFFIC_026,2025-08-30T16:27:37.561011,40.70905297304296,-73.99590278726936,10,67.81861961345251,low,commercial
TRAFFIC_027,2025-08-30T16:27:37.561011,40.7183087775387,-74.00939104282672,14,42.079452879384355,medium,commercial
TRAFFIC_028,2025-08-30T16:27:37.561011,40.772129804425546,-73.937465603983,4,40.996308613360526,low,arterial
TRAFFIC_029,2025-08-30T16:27:37.561011,40.78942489059962,-73.909858763635,10,51.851439686665124,low,arterial
TRAFFIC_030,2025-08-30T16:27:37.561011,40.7702203428987,-73.9144153869225,11,41.49709951891557,medium,commercial
TRAFFIC_031,2025-08-30T16:27:37.561011,40.70816731052474,-73.93132826624202,7,58.52098531172516,low,arterial
TRAFFIC_032,2025-08-30T16:27:37.561011,40.70822596456251,-73.95271050584688,16,83.18936667945955,medium,arterial
TRAFFIC_033,2025-08-30T16:27:37.561011,40.74766121661965,-73.95160170837057,21,38.81958489094943,medium,residential
TRAFFIC_034,2025-08-30T16:27:37.561011,40.75451202636824,-73.99401109170098,12,44.855711880743314,medium,arterial
TRAFFIC_035,2025-08-30T16:27:37.561011,40.74970558731307,-74.00312492039701,0,52.88511912314486,low,commercial
TRAFFIC_036,2025-08-30T16:27:37.561011,40.78105362217996,-73.90747962480326,21,51.25871569403577,medium,residential
TRAFFIC_037,2025-08-30T16:27:37.561011,40.71678061500955,-73.97524455466989,7,21.89403669003668,low,highway
TRAFFIC_038,2025-08-30T16:27:37.561011,40.75313877951367,-73.95685959931774,11,52.06851858057733,medium,commercial
TRAFFIC_039,2025-08-30T16:27:37.561011,40.780101946307276,-74.0049768069472,32,62.885830969588845,medium,highway
TRAFFIC_040,2025-08-30T16:27:37.561011,40.76378041615543,-74.00811904631645,31,61.72071008651857,medium,highway
TRAFFIC_041,2025-08-30T16:27:37.561011,40.77002489419884,-74.0125813410903,38,52.186350639318704,medium,highway
TRAFFIC_042,2025-08-30T16:27:37.561011,40.72518001172612,-74.01032161778382,19,54.222410787566524,low,highway
TRAFFIC_043,2025-08-30T16:27:37.561011,40.72008187060203,-73.91937325043763,17,72.42904690140496,medium,residential
TRAFFIC_044,2025-08-30T16:27:37.561011,40.76966838304581,-73.90371618258732,3,71.64855119863435,low,highway
TRAFFIC_045,2025-08-30T16:27:37.561011,40.70748372243822,-73.99354264043112,22,39.3657284922913,medium,residential
TRAFFIC_046,2025-08-30T16:27:37.561011,40.71004821508714,-74.01216027510567,22,42.46559410973906,medium,commercial
TRAFFIC_047,2025-08-30T16:27:37.561011,40.79094061253226,-73.9765558964857,13,31.30346262957825,medium,commercial
TRAFFIC_048,2025-08-30T16:27:37.561011,40.70217229337365,-73.90020616895528,12,35.42912694143062,medium,commercial
TRAFFIC_049,2025-08-30T16:27:37.561011,40.741679248691234,-74.00109917080921,46,48.806929227473766,medium,highway
TRAFFIC_050,2025-08-30T16:27:37.561011,40.7991545872418,-73.96919304279633,21,49.08842504006359,medium,commercial
TRAFFIC_001,2025-08-30T16:32:37.561011,40.71653991369537,-73.93264374008494,18,57.97713441863588,medium,commercial
TRAFFIC_002,2025-08-30T16:32:37.561011,40.79863816387999,-73.95150786241678,3,49.912361134331505,low,arterial
TRAFFIC_003,2025-08-30T16:32:37.561011,40.70045009692473,-73.99474749597714,47,45.161427940951654,medium,highway
TRAFFIC_004,2025-08-30T16:32:37.561011,40.72111060203455,-73.96447328037725,6,59.69671916514008,low,arterial
TRAFFIC_005,2025-08-30T16:32:37.561011,40.74853901861566,-73.94720603833687,18,28.58567399291992,medium,residential
TRAFFIC_006,2025-08-30T16:32:37.561011,40.737156711057935,-73.98817085547607,13,41.24889989616387,medium,residential
TRAFFIC_007,2025-08-30T16:32:37.561011,40.79708667618801,-73.99176921428644,21,46.695808614372396,medium,highway
TRAFFIC_008,2025-08-30T16:32:37.561011,40.7766194357059,-74.01107581729615,6,47.455705047245054,low,residential
TRAFFIC_009,2025-08-30T16:32:37.561011,40.76440646044297,-73.9497343686973,13,45.38353158519965,medium,residential
TRAFFIC_010,2025-08-30T16:32:37.561011,40.793514852048894,-73.95611377300524,17,43.85272751202159,medium,commercial
TRAFFIC_011,2025-08-30T16:32:37.561011,40.71942673904183,-73.91645688499163,26,53.002721657756,medium,arterial
TRAFFIC_012,2025-08-30T16:32:37.561011,40.716264903161964,-73.94060574774443,10,58.08877150425163,low,commercial
TRAFFIC_013,2025-08-30T16:32:37.561011,40.72948694624994,-74.015615508924,10,72.79645049156126,low,arterial
TRAFFIC_014,2025-08-30T16:32:37.561011,40.74940268908412,-73.97178526709179,15,47.77339297209416,medium,residential
TRAFFIC_015,2025-08-30T16:32:37.561011,40.79033048852068,-73.9811542065714,28,34.31940886938688,medium,highway
TRAFFIC_016,2025-08-30T16:32:37.561011,40.76472300159274,-73.9860680081166,11,43.23151342528664,medium,arterial
TRAFFIC_017,2025-08-30T16:32:37.561011,40.7817236601348,-73.95927240470752,25,55.44901554697862,medium,arterial
TRAFFIC_018,2025-08-30T16:32:37.561011,40.70981320629121,-74.01584814943776,24,52.589470468642375,medium,residential
TRAFFIC_019,2025-08-30T16:32:37.561011,40.791028228946296,-73.95932842881558,15,41.42457000723149,low,highway
TRAFFIC_020,2025-08-30T16:32:37.561011,40.73608874135693,-73.95732451500044,11,49.52604401418588,medium,commercial
TRAFFIC_021,2025-08-30T16:32:37.561011,40.70554144026505,-73.98361189005722,18,56.39576725905768,medium,residential
TRAFFIC_022,2025-08-30T16:32:37.561011,40.7791188087252,-74.0023073327999,19,32.64534739808043,medium,commercial
TRAFFIC_023,2025-08-30T16:32:37.561011,40.79509572436068,-73.95844512096141,25,56.94530541106948,medium,commercial
TRAFFIC_024,2025-08-30T16:32:37.561011,40.718873330635944,-73.93922054512282,11,64.20680825830107,medium,commercial
TRAFFIC_025,2025-08-30T16:32:37.561011,40.71373360478185,-73.94856914521293,22,51.01044444721564,medium,residential
TRAFFIC_026,2025-08-30T16:32:37.561011,40.70905297304296,-73.99590278726936,15,73.34581664705372,medium,commercial
TRAFFIC_027,2025-08-30T16:32:37.561011,40.7183087775387,-74.00939104282672,7,57.32680859193062,low,commercial
TRAFFIC_028,2025-08-30T16:32:37.561011,40.772129804425546,-73.937465603983,14,17.512354985577307,medium,arterial
TRAFFIC_029,2025-08-30T16:32:37.561011,40.78942489059962,-73.909858763635,12,28.74385251068095,medium,arterial
TRAFFIC_030,2025-08-30T16:32:37.561011,40.7702203428987,-73.9144153869225,13,52.78073802578635,medium,commercial
TRAFFIC_031,2025-08-30T16:32:37.561011,40.70816731052474,-73.93132826624202,13,56.551620897593395,medium,arterial
TRAFFIC_032,2025-08-30T16:32:37.561011,40.70822596456251,-73.95271050584688,14,51.16475080999056,medium,arterial
TRAFFIC_033,2025-08-30T16:32:37.561011,40.74766121661965,-73.95160170837057,11,30.919629738516285,medium,residential
TRAFFIC_034,2025-08-30T16:32:37.561011,40.75451202636824,-73.99401109170098,6,33.3152460525601,low,arterial
TRAFFIC_035,2025-08-30T16:32:37.561011,40.74970558731307,-74.00312492039701,16,60.21578909570656,medium,commercial
TRAFFIC_036,2025-08-30T16:32:37.561011,40.78105362217996,-73.90747962480326,13,46.325162229702904,medium,residential
TRAFFIC_037,2025-08-30T16:32:37.561011,40.71678061500955,-73.97524455466989,38,32.27880681714467,medium,highway
TRAFFIC_038,2025-08-30T16:32:37.561011,40.75313877951367,-73.95685959931774,22,64.01555856959781,medium,commercial
TRAFFIC_039,2025-08-30T16:32:37.561011,40.780101946307276,-74.0049768069472,36,40.963298307902555,medium,highway
TRAFFIC_040,2025-08-30T16:32:37.561011,40.76378041615543,-74.00811904631645,29,44.13163561392395,medium,highway
TRAFFIC_041,2025-08-30T16:32:37.561011,40.77002489419884,-74.0125813410903,40,57.61362823582402,medium,highway
TRAFFIC_042,2025-08-30T16:32:37.561011,40.72518001172612,-74.01032161778382,7,81.30271054837738,low,highway
TRAFFIC_043,2025-08-30T16:32:37.561011,40.72008187060203,-73.91937325043763,8,56.031209613533214,low,residential
TRAFFIC_044,2025-08-30T16:32:37.561011,40.76966838304581,-73.90371618258732,26,45.23761609439244,medium,highway
TRAFFIC_045,2025-08-30T16:32:37.561011,40.70748372243822,-73.99354264043112,18,49.52089808987297,medium,residential
TRAFFIC_046,2025-08-30T16:32:37.561011,40.71004821508714,-74.01216027510567,15,58.60601289713868,medium,commercial
TRAFFIC_047,2025-08-30T16:32:37.561011,40.79094061253226,-73.9765558964857,28,70.0312156916593,medium,commercial
TRAFFIC_048,2025-08-30T16:32:37.561011,40.70217229337365,-73.90020616895528,3,51.537267083663565,low,commercial
TRAFFIC_049,2025-08-30T16:32:37.561011,40.741679248691234,-74.00109917080921,46,30.25552322723505,medium,highway
TRAFFIC_050,2025-08-30T16:32:37.561011,40.7991545872418,-73.96919304279633,18,71.82830264227589,medium,commercial
TRAFFIC_001,2025-08-30T16:37:37.561011,40.71653991369537,-73.93264374008494,21,37.99836548446055,medium,commercial
TRAFFIC_002,2025-08-30T16:37:37.561011,40.79863816387999,-73.95150786241678,13,40.5547970151108,medium,arterial
TRAFFIC_003,2025-08-30T16:37:37.561011,40.70045009692473,-73.99474749597714,18,65.23840094311419,low,highway
TRAFFIC_004,2025-08-30T16:37:37.561011,40.72111060203455,-73.96447328037725,13,33.42464227952095,medium,arterial
TRAFFIC_005,2025-08-30T16:37:37.561011,40.74853901861566,-73.94720603833687,4,63.3638441868584,low,residential
TRAFFIC_006,2025-08-30T16:37:37.561011,40.737156711057935,-73.98817085547607,3,43.054389422185174,low,residential
TRAFFIC_007,2025-08-30T16:37:37.561011,40.79708667618801,-73.99176921428644,34,43.61015775237581,medium,highway
TRAFFIC_008,2025-08-30T16:37:37.561011,40.7766194357059,-74.01107581729615,14,53.97232407276485,medium,residential
TRAFFIC_009,2025-08-30T16:37:37.561011,40.76440646044297,-73.9497343686973,10,46.24936392956481,low,residential
TRAFFIC_010,2025-08-30T16:37:37.561011,40.793514852048894,-73.95611377300524,8,55.747374048317084,low,commercial
TRAFFIC_011,2025-08-30T16:37:37.561011,40.71942673904183,-73.91645688499163,14,28.552700865917895,medium,arterial
TRAFFIC_012,2025-08-30T16:37:37.561011,40.716264903161964,-73.94060574774443,15,46.4836318091601,medium,commercial
TRAFFIC_013,2025-08-30T16:37:37.561011,40.72948694624994,-74.015615508924,17,68.27626165471719,medium,arterial
TRAFFIC_014,2025-08-30T16:37:37.561011,40.74940268908412,-73.97178526709179,16,68.82310096677232,medium,residential
TRAFFIC_015,2025-08-30T16:37:37.561011,40.79033048852068,-73.9811542065714,45,43.9503395333964,medium,highway
TRAFFIC_016,2025-08-30T16:37:37.561011,40.76472300159274,-73.9860680081166,13,45.07148092746112,medium,arterial
TRAFFIC_017,2025-08-30T16:37:37.561011,40.7817236601348,-73.95927240470752,14,37.63589169927911,medium,arterial
TRAFFIC_018,2025-08-30T16:37:37.561011,40.70981320629121,-74.01584814943776,23,47.63819747232021,medium,residential
TRAFFIC_019,2025-08-30T16:37:37.561011,40.791028228946296,-73.95932842881558,29,61.131067988306235,medium,highway
TRAFFIC_020,2025-08-30T16:37:37.561011,40.73608874135693,-73.95732451500044,8,50.29250053839917,low,commercial
TRAFFIC_021,2025-08-30T16:37:37.561011,40.70554144026505,-73.98361189005722,17,32.483709203077474,medium,residential
TRAFFIC_022,2025-08-30T16:37:37.561011,40.7791188087252,-74.0023073327999,23,65.73911275406257,medium,commercial
TRAFFIC_023,2025-08-30T16:37:37.561011,40.79509572436068,-73.95844512096141,8,21.308881906343757,low,commercial
TRAFFIC_024,2025-08-30T16:37:37.561011,40.718873330635944,-73.93922054512282,20,40.69471856516388,medium,commercial
TRAFFIC_025,2025-08-30T16:37:37.561011,40.71373360478185,-73.94856914521293,9,64.82457368766971,low,residential
TRAFFIC_026,2025-08-30T16:37:37.561011,40.70905297304296,-73.99590278726936,10,48.0196539799703,low,commercial
TRAFFIC_027,2025-08-30T16:37:37.561011,40.7183087775387,-74.00939104282672,11,73.61194441893629,medium,commercial
TRAFFIC_028,2025-08-30T16:37:37.561011,40.772129804425546,-73.937465603983,12,36.18202765924304,medium,arterial
TRAFFIC_029,2025-08-30T16:37:37.561011,40.78942489059962,-73.909858763635,14,31.714508821182243,medium,arterial
TRAFFIC_030,2025-08-30T16:37:37.561011,40.7702203428987,-73.9144153869225,0,74.57752639731724,low,commercial
TRAFFIC_031,2025-08-30T16:37:37.561011,40.70816731052474,-73.93132826624202,14,79.43053854120907,medium,arterial
TRAFFIC_032,2025-08-30T16:37:37.561011,40.70822596456251,-73.95271050584688,7,63.64173320539371,low,arterial
TRAFFIC_033,2025-08-30T16:37:37.561011,40.74766121661965,-73.95160170837057,13,61.79623666439308,medium,residential
TRAFFIC_034,2025-08-30T16:37:37.561011,40.75451202636824,-73.99401109170098,10,51.104481971927775,low,arterial
TRAFFIC_035,2025-08-30T16:37:37.561011,40.74970558731307,-74.00312492039701,15,58.039440719505976,medium,commercial
